matchId,teamId,queueId,patch,gameDuration,role,championId,win,ally1,ally2,ally3,ally4,enemy1,enemy2,enemy3,enemy4,enemy5
EUW1_7597463476,100,420,15.22,1827,BOTTOM,Draven,1,Ornn,Shaco,Orianna,Rakan,Sion,Hecarim,Mel,Nilah,Morgana
EUW1_7597463476,100,420,15.22,1827,UTILITY,Rakan,1,Ornn,Shaco,Orianna,Draven,Sion,Hecarim,Mel,Nilah,Morgana
EUW1_7597463476,200,420,15.22,1827,TOP,Sion,0,Hecarim,Mel,Nilah,Morgana,Ornn,Shaco,Orianna,Draven,Rakan
EUW1_7597463476,200,420,15.22,1827,JUNGLE,Hecarim,0,Sion,Mel,Nilah,Morgana,Ornn,Shaco,Orianna,Draven,Rakan
EUW1_7597463476,200,420,15.22,1827,MIDDLE,Mel,0,Sion,Hecarim,Nilah,Morgana,Ornn,Shaco,Orianna,Draven,Rakan
EUW1_7597463476,200,420,15.22,1827,BOTTOM,Nilah,0,Sion,Hecarim,Mel,Morgana,Ornn,Shaco,Orianna,Draven,Rakan
EUW1_7597463476,200,420,15.22,1827,UTILITY,Morgana,0,Sion,Hecarim,Mel,Nilah,Ornn,Shaco,Orianna,Draven,Rakan
EUW1_7597054785,100,420,15.22,1514,TOP,Darius,1,Brand,Kassadin,Smolder,Karma,Garen,Diana,Katarina,Caitlyn,Lulu
EUW1_7597054785,100,420,15.22,1514,JUNGLE,Brand,1,Darius,Kassadin,Smolder,Karma,Garen,Diana,Katarina,Caitlyn,Lulu
EUW1_7597054785,100,420,15.22,1514,MIDDLE,Kassadin,1,Darius,Brand,Smolder,Karma,Garen,Diana,Katarina,Caitlyn,Lulu
EUW1_7597054785,100,420,15.22,1514,BOTTOM,Smolder,1,Darius,Brand,Kassadin,Karma,Garen,Diana,Katarina,Caitlyn,Lulu
EUW1_7597054785,100,420,15.22,1514,UTILITY,Karma,1,Darius,Brand,Kassadin,Smolder,Garen,Diana,Katarina,Caitlyn,Lulu
EUW1_7597054785,200,420,15.22,1514,TOP,Garen,0,Diana,Katarina,Caitlyn,Lulu,Darius,Brand,Kassadin,Smolder,Karma
EUW1_7597054785,200,420,15.22,1514,JUNGLE,Diana,0,Garen,Katarina,Caitlyn,Lulu,Darius,Brand,Kassadin,Smolder,Karma
EUW1_7597054785,200,420,15.22,1514,MIDDLE,Katarina,0,Garen,Diana,Caitlyn,Lulu,Darius,Brand,Kassadin,Smolder,Karma
EUW1_7597054785,200,420,15.22,1514,BOTTOM,Caitlyn,0,Garen,Diana,Katarina,Lulu,Darius,Brand,Kassadin,Smolder,Karma
EUW1_7597054785,200,420,15.22,1514,UTILITY,Lulu,0,Garen,Diana,Katarina,Caitlyn,Darius,Brand,Kassadin,Smolder,Karma
EUW1_7596991593,100,420,15.22,2095,TOP,Malphite,1,Nunu,Syndra,Caitlyn,Bard,Gnar,Brand,Morgana,Jhin,Leona
EUW1_7596991593,100,420,15.22,2095,JUNGLE,Nunu,1,Malphite,Syndra,Caitlyn,Bard,Gnar,Brand,Morgana,Jhin,Leona
EUW1_7596991593,100,420,15.22,2095,MIDDLE,Syndra,1,Malphite,Nunu,Caitlyn,Bard,Gnar,Brand,Morgana,Jhin,Leona
EUW1_7596991593,100,420,15.22,2095,BOTTOM,Caitlyn,1,Malphite,Nunu,Syndra,Bard,Gnar,Brand,Morgana,Jhin,Leona
EUW1_7596991593,100,420,15.22,2095,UTILITY,Bard,1,Malphite,Nunu,Syndra,Caitlyn,Gnar,Brand,Morgana,Jhin,Leona
EUW1_7596991593,200,420,15.22,2095,TOP,Gnar,0,Brand,Morgana,Jhin,Leona,Malphite,Nunu,Syndra,Caitlyn,Bard
EUW1_7596991593,200,420,15.22,2095,JUNGLE,Brand,0,Gnar,Morgana,Jhin,Leona,Malphite,Nunu,Syndra,Caitlyn,Bard
EUW1_7596991593,200,420,15.22,2095,MIDDLE,Morgana,0,Gnar,Brand,Jhin,Leona,Malphite,Nunu,Syndra,Caitlyn,Bard
EUW1_7596991593,200,420,15.22,2095,BOTTOM,Jhin,0,Gnar,Brand,Morgana,Leona,Malphite,Nunu,Syndra,Caitlyn,Bard
EUW1_7596991593,200,420,15.22,2095,UTILITY,Leona,0,Gnar,Brand,Morgana,Jhin,Malphite,Nunu,Syndra,Caitlyn,Bard
EUW1_7596914558,100,420,15.22,2490,TOP,Riven,1,Jax,Irelia,Caitlyn,Poppy,Kayle,Sejuani,Tryndamere,Vayne,Nami
EUW1_7596914558,100,420,15.22,2490,JUNGLE,Jax,1,Riven,Irelia,Caitlyn,Poppy,Kayle,Sejuani,Tryndamere,Vayne,Nami
EUW1_7596914558,100,420,15.22,2490,MIDDLE,Irelia,1,Riven,Jax,Caitlyn,Poppy,Kayle,Sejuani,Tryndamere,Vayne,Nami
EUW1_7596914558,100,420,15.22,2490,BOTTOM,Caitlyn,1,Riven,Jax,Irelia,Poppy,Kayle,Sejuani,Tryndamere,Vayne,Nami
EUW1_7596914558,100,420,15.22,2490,UTILITY,Poppy,1,Riven,Jax,Irelia,Caitlyn,Kayle,Sejuani,Tryndamere,Vayne,Nami
EUW1_7596914558,200,420,15.22,2490,TOP,Kayle,0,Sejuani,Tryndamere,Vayne,Nami,Riven,Jax,Irelia,Caitlyn,Poppy
EUW1_7596914558,200,420,15.22,2490,JUNGLE,Sejuani,0,Kayle,Tryndamere,Vayne,Nami,Riven,Jax,Irelia,Caitlyn,Poppy
EUW1_7596914558,200,420,15.22,2490,MIDDLE,Tryndamere,0,Kayle,Sejuani,Vayne,Nami,Riven,Jax,Irelia,Caitlyn,Poppy
EUW1_7596914558,200,420,15.22,2490,BOTTOM,Vayne,0,Kayle,Sejuani,Tryndamere,Nami,Riven,Jax,Irelia,Caitlyn,Poppy
EUW1_7596914558,200,420,15.22,2490,UTILITY,Nami,0,Kayle,Sejuani,Tryndamere,Vayne,Riven,Jax,Irelia,Caitlyn,Poppy
EUW1_7596779277,100,420,15.22,1777,TOP,Ornn,1,LeeSin,Syndra,Aphelios,Nami,Mordekaiser,Warwick,Malzahar,Jinx,Milio
EUW1_7596779277,100,420,15.22,1777,JUNGLE,LeeSin,1,Ornn,Syndra,Aphelios,Nami,Mordekaiser,Warwick,Malzahar,Jinx,Milio
EUW1_7596779277,100,420,15.22,1777,MIDDLE,Syndra,1,Ornn,LeeSin,Aphelios,Nami,Mordekaiser,Warwick,Malzahar,Jinx,Milio
EUW1_7596779277,100,420,15.22,1777,BOTTOM,Aphelios,1,Ornn,LeeSin,Syndra,Nami,Mordekaiser,Warwick,Malzahar,Jinx,Milio
EUW1_7596779277,100,420,15.22,1777,UTILITY,Nami,1,Ornn,LeeSin,Syndra,Aphelios,Mordekaiser,Warwick,Malzahar,Jinx,Milio
EUW1_7596779277,200,420,15.22,1777,TOP,Mordekaiser,0,Warwick,Malzahar,Jinx,Milio,Ornn,LeeSin,Syndra,Aphelios,Nami
EUW1_7596779277,200,420,15.22,1777,JUNGLE,Warwick,0,Mordekaiser,Malzahar,Jinx,Milio,Ornn,LeeSin,Syndra,Aphelios,Nami
EUW1_7596779277,200,420,15.22,1777,MIDDLE,Malzahar,0,Mordekaiser,Warwick,Jinx,Milio,Ornn,LeeSin,Syndra,Aphelios,Nami
EUW1_7596779277,200,420,15.22,1777,BOTTOM,Jinx,0,Mordekaiser,Warwick,Malzahar,Milio,Ornn,LeeSin,Syndra,Aphelios,Nami
EUW1_7596779277,200,420,15.22,1777,UTILITY,Milio,0,Mordekaiser,Warwick,Malzahar,Jinx,Ornn,LeeSin,Syndra,Aphelios,Nami
EUW1_7596730650,100,420,15.22,1757,TOP,Aatrox,0,Briar,TwistedFate,Zeri,Blitzcrank,Sion,Ekko,Morgana,Nilah,Rell
EUW1_7596730650,100,420,15.22,1757,JUNGLE,Briar,0,Aatrox,TwistedFate,Zeri,Blitzcrank,Sion,Ekko,Morgana,Nilah,Rell
EUW1_7596730650,100,420,15.22,1757,MIDDLE,TwistedFate,0,Aatrox,Briar,Zeri,Blitzcrank,Sion,Ekko,Morgana,Nilah,Rell
EUW1_7596730650,100,420,15.22,1757,BOTTOM,Zeri,0,Aatrox,Briar,TwistedFate,Blitzcrank,Sion,Ekko,Morgana,Nilah,Rell
EUW1_7596730650,100,420,15.22,1757,UTILITY,Blitzcrank,0,Aatrox,Briar,TwistedFate,Zeri,Sion,Ekko,Morgana,Nilah,Rell
EUW1_7596730650,200,420,15.22,1757,TOP,Sion,1,Ekko,Morgana,Nilah,Rell,Aatrox,Briar,TwistedFate,Zeri,Blitzcrank
EUW1_7596730650,200,420,15.22,1757,JUNGLE,Ekko,1,Sion,Morgana,Nilah,Rell,Aatrox,Briar,TwistedFate,Zeri,Blitzcrank
EUW1_7596730650,200,420,15.22,1757,MIDDLE,Morgana,1,Sion,Ekko,Nilah,Rell,Aatrox,Briar,TwistedFate,Zeri,Blitzcrank
EUW1_7596730650,200,420,15.22,1757,BOTTOM,Nilah,1,Sion,Ekko,Morgana,Rell,Aatrox,Briar,TwistedFate,Zeri,Blitzcrank
EUW1_7596730650,200,420,15.22,1757,UTILITY,Rell,1,Sion,Ekko,Morgana,Nilah,Aatrox,Briar,TwistedFate,Zeri,Blitzcrank
EUW1_7596669447,100,420,15.22,1582,TOP,Singed,0,Viego,Aurora,Zeri,Nidalee,Garen,JarvanIV,Viktor,Kaisa,Poppy
EUW1_7596669447,100,420,15.22,1582,JUNGLE,Viego,0,Singed,Aurora,Zeri,Nidalee,Garen,JarvanIV,Viktor,Kaisa,Poppy
EUW1_7596669447,100,420,15.22,1582,MIDDLE,Aurora,0,Singed,Viego,Zeri,Nidalee,Garen,JarvanIV,Viktor,Kaisa,Poppy
EUW1_7596669447,100,420,15.22,1582,BOTTOM,Zeri,0,Singed,Viego,Aurora,Nidalee,Garen,JarvanIV,Viktor,Kaisa,Poppy
EUW1_7596669447,100,420,15.22,1582,UTILITY,Nidalee,0,Singed,Viego,Aurora,Zeri,Garen,JarvanIV,Viktor,Kaisa,Poppy
EUW1_7596669447,200,420,15.22,1582,TOP,Garen,1,JarvanIV,Viktor,Kaisa,Poppy,Singed,Viego,Aurora,Zeri,Nidalee
EUW1_7596669447,200,420,15.22,1582,JUNGLE,JarvanIV,1,Garen,Viktor,Kaisa,Poppy,Singed,Viego,Aurora,Zeri,Nidalee
EUW1_7596669447,200,420,15.22,1582,MIDDLE,Viktor,1,Garen,JarvanIV,Kaisa,Poppy,Singed,Viego,Aurora,Zeri,Nidalee
EUW1_7596669447,200,420,15.22,1582,BOTTOM,Kaisa,1,Garen,JarvanIV,Viktor,Poppy,Singed,Viego,Aurora,Zeri,Nidalee
EUW1_7596669447,200,420,15.22,1582,UTILITY,Poppy,1,Garen,JarvanIV,Viktor,Kaisa,Singed,Viego,Aurora,Zeri,Nidalee
EUW1_7596612282,100,420,15.22,2320,TOP,DrMundo,1,Graves,Veigar,Kaisa,Xerath,Urgot,Zed,Hwei,Yunara,Braum
EUW1_7596612282,100,420,15.22,2320,JUNGLE,Graves,1,DrMundo,Veigar,Kaisa,Xerath,Urgot,Zed,Hwei,Yunara,Braum
EUW1_7596612282,100,420,15.22,2320,MIDDLE,Veigar,1,DrMundo,Graves,Kaisa,Xerath,Urgot,Zed,Hwei,Yunara,Braum
EUW1_7596612282,100,420,15.22,2320,BOTTOM,Kaisa,1,DrMundo,Graves,Veigar,Xerath,Urgot,Zed,Hwei,Yunara,Braum
EUW1_7596612282,100,420,15.22,2320,UTILITY,Xerath,1,DrMundo,Graves,Veigar,Kaisa,Urgot,Zed,Hwei,Yunara,Braum
EUW1_7596612282,200,420,15.22,2320,TOP,Urgot,0,Zed,Hwei,Yunara,Braum,DrMundo,Graves,Veigar,Kaisa,Xerath
EUW1_7596612282,200,420,15.22,2320,JUNGLE,Zed,0,Urgot,Hwei,Yunara,Braum,DrMundo,Graves,Veigar,Kaisa,Xerath
EUW1_7596612282,200,420,15.22,2320,MIDDLE,Hwei,0,Urgot,Zed,Yunara,Braum,DrMundo,Graves,Veigar,Kaisa,Xerath
EUW1_7596612282,200,420,15.22,2320,BOTTOM,Yunara,0,Urgot,Zed,Hwei,Braum,DrMundo,Graves,Veigar,Kaisa,Xerath
EUW1_7596612282,200,420,15.22,2320,UTILITY,Braum,0,Urgot,Zed,Hwei,Yunara,DrMundo,Graves,Veigar,Kaisa,Xerath
EUW1_7596569623,100,420,15.22,2043,TOP,Renekton,0,Talon,Swain,Jinx,Blitzcrank,Garen,Diana,Veigar,Yasuo,Xerath
EUW1_7596569623,100,420,15.22,2043,JUNGLE,Talon,0,Renekton,Swain,Jinx,Blitzcrank,Garen,Diana,Veigar,Yasuo,Xerath
EUW1_7596569623,100,420,15.22,2043,MIDDLE,Swain,0,Renekton,Talon,Jinx,Blitzcrank,Garen,Diana,Veigar,Yasuo,Xerath
EUW1_7596569623,100,420,15.22,2043,BOTTOM,Jinx,0,Renekton,Talon,Swain,Blitzcrank,Garen,Diana,Veigar,Yasuo,Xerath
EUW1_7596569623,100,420,15.22,2043,UTILITY,Blitzcrank,0,Renekton,Talon,Swain,Jinx,Garen,Diana,Veigar,Yasuo,Xerath
EUW1_7596569623,200,420,15.22,2043,TOP,Garen,1,Diana,Veigar,Yasuo,Xerath,Renekton,Talon,Swain,Jinx,Blitzcrank
EUW1_7596569623,200,420,15.22,2043,JUNGLE,Diana,1,Garen,Veigar,Yasuo,Xerath,Renekton,Talon,Swain,Jinx,Blitzcrank
EUW1_7596569623,200,420,15.22,2043,MIDDLE,Veigar,1,Garen,Diana,Yasuo,Xerath,Renekton,Talon,Swain,Jinx,Blitzcrank
EUW1_7596569623,200,420,15.22,2043,BOTTOM,Yasuo,1,Garen,Diana,Veigar,Xerath,Renekton,Talon,Swain,Jinx,Blitzcrank
EUW1_7596569623,200,420,15.22,2043,UTILITY,Xerath,1,Garen,Diana,Veigar,Yasuo,Renekton,Talon,Swain,Jinx,Blitzcrank
EUW1_7596468208,100,420,15.22,1290,TOP,Nasus,1,LeeSin,Katarina,Jhin,Aurora,Jax,Taliyah,Yasuo,Kaisa,Seraphine
EUW1_7596468208,100,420,15.22,1290,JUNGLE,LeeSin,1,Nasus,Katarina,Jhin,Aurora,Jax,Taliyah,Yasuo,Kaisa,Seraphine
EUW1_7596468208,100,420,15.22,1290,MIDDLE,Katarina,1,Nasus,LeeSin,Jhin,Aurora,Jax,Taliyah,Yasuo,Kaisa,Seraphine
EUW1_7596468208,100,420,15.22,1290,BOTTOM,Jhin,1,Nasus,LeeSin,Katarina,Aurora,Jax,Taliyah,Yasuo,Kaisa,Seraphine
EUW1_7596468208,100,420,15.22,1290,UTILITY,Aurora,1,Nasus,LeeSin,Katarina,Jhin,Jax,Taliyah,Yasuo,Kaisa,Seraphine
EUW1_7596468208,200,420,15.22,1290,TOP,Jax,0,Taliyah,Yasuo,Kaisa,Seraphine,Nasus,LeeSin,Katarina,Jhin,Aurora
EUW1_7596468208,200,420,15.22,1290,JUNGLE,Taliyah,0,Jax,Yasuo,Kaisa,Seraphine,Nasus,LeeSin,Katarina,Jhin,Aurora
EUW1_7596468208,200,420,15.22,1290,MIDDLE,Yasuo,0,Jax,Taliyah,Kaisa,Seraphine,Nasus,LeeSin,Katarina,Jhin,Aurora
EUW1_7596468208,200,420,15.22,1290,BOTTOM,Kaisa,0,Jax,Taliyah,Yasuo,Seraphine,Nasus,LeeSin,Katarina,Jhin,Aurora
EUW1_7596468208,200,420,15.22,1290,UTILITY,Seraphine,0,Jax,Taliyah,Yasuo,Kaisa,Nasus,LeeSin,Katarina,Jhin,Aurora
EUW1_7596406038,100,420,15.22,2613,TOP,Irelia,0,Amumu,Velkoz,Smolder,Lux,Tryndamere,Graves,Syndra,Jinx,Karma
EUW1_7596406038,100,420,15.22,2613,JUNGLE,Amumu,0,Irelia,Velkoz,Smolder,Lux,Tryndamere,Graves,Syndra,Jinx,Karma
EUW1_7596406038,100,420,15.22,2613,MIDDLE,Velkoz,0,Irelia,Amumu,Smolder,Lux,Tryndamere,Graves,Syndra,Jinx,Karma
EUW1_7596406038,100,420,15.22,2613,BOTTOM,Smolder,0,Irelia,Amumu,Velkoz,Lux,Tryndamere,Graves,Syndra,Jinx,Karma
EUW1_7596406038,100,420,15.22,2613,UTILITY,Lux,0,Irelia,Amumu,Velkoz,Smolder,Tryndamere,Graves,Syndra,Jinx,Karma
EUW1_7596406038,200,420,15.22,2613,TOP,Tryndamere,1,Graves,Syndra,Jinx,Karma,Irelia,Amumu,Velkoz,Smolder,Lux
EUW1_7596406038,200,420,15.22,2613,JUNGLE,Graves,1,Tryndamere,Syndra,Jinx,Karma,Irelia,Amumu,Velkoz,Smolder,Lux
EUW1_7596406038,200,420,15.22,2613,MIDDLE,Syndra,1,Tryndamere,Graves,Jinx,Karma,Irelia,Amumu,Velkoz,Smolder,Lux
EUW1_7596406038,200,420,15.22,2613,BOTTOM,Jinx,1,Tryndamere,Graves,Syndra,Karma,Irelia,Amumu,Velkoz,Smolder,Lux
EUW1_7596406038,200,420,15.22,2613,UTILITY,Karma,1,Tryndamere,Graves,Syndra,Jinx,Irelia,Amumu,Velkoz,Smolder,Lux
EUW1_7596352394,100,420,15.22,1810,TOP,Garen,1,Briar,Katarina,Xayah,Rakan,Camille,MasterYi,Ahri,Kaisa,Thresh
EUW1_7596352394,100,420,15.22,1810,JUNGLE,Briar,1,Garen,Katarina,Xayah,Rakan,Camille,MasterYi,Ahri,Kaisa,Thresh
EUW1_7596352394,100,420,15.22,1810,MIDDLE,Katarina,1,Garen,Briar,Xayah,Rakan,Camille,MasterYi,Ahri,Kaisa,Thresh
EUW1_7596352394,100,420,15.22,1810,BOTTOM,Xayah,1,Garen,Briar,Katarina,Rakan,Camille,MasterYi,Ahri,Kaisa,Thresh
EUW1_7596352394,100,420,15.22,1810,UTILITY,Rakan,1,Garen,Briar,Katarina,Xayah,Camille,MasterYi,Ahri,Kaisa,Thresh
EUW1_7596352394,200,420,15.22,1810,TOP,Camille,0,MasterYi,Ahri,Kaisa,Thresh,Garen,Briar,Katarina,Xayah,Rakan
EUW1_7596352394,200,420,15.22,1810,JUNGLE,MasterYi,0,Camille,Ahri,Kaisa,Thresh,Garen,Briar,Katarina,Xayah,Rakan
EUW1_7596352394,200,420,15.22,1810,MIDDLE,Ahri,0,Camille,MasterYi,Kaisa,Thresh,Garen,Briar,Katarina,Xayah,Rakan
EUW1_7596352394,200,420,15.22,1810,BOTTOM,Kaisa,0,Camille,MasterYi,Ahri,Thresh,Garen,Briar,Katarina,Xayah,Rakan
EUW1_7596352394,200,420,15.22,1810,UTILITY,Thresh,0,Camille,MasterYi,Ahri,Kaisa,Garen,Briar,Katarina,Xayah,Rakan
EUW1_7596304114,100,420,15.22,1964,TOP,Fiora,0,Ivern,Cassiopeia,Caitlyn,Soraka,Garen,Amumu,Ziggs,Smolder,Blitzcrank
EUW1_7596304114,100,420,15.22,1964,JUNGLE,Ivern,0,Fiora,Cassiopeia,Caitlyn,Soraka,Garen,Amumu,Ziggs,Smolder,Blitzcrank
EUW1_7596304114,100,420,15.22,1964,MIDDLE,Cassiopeia,0,Fiora,Ivern,Caitlyn,Soraka,Garen,Amumu,Ziggs,Smolder,Blitzcrank
EUW1_7596304114,100,420,15.22,1964,BOTTOM,Caitlyn,0,Fiora,Ivern,Cassiopeia,Soraka,Garen,Amumu,Ziggs,Smolder,Blitzcrank
EUW1_7596304114,100,420,15.22,1964,UTILITY,Soraka,0,Fiora,Ivern,Cassiopeia,Caitlyn,Garen,Amumu,Ziggs,Smolder,Blitzcrank
EUW1_7596304114,200,420,15.22,1964,TOP,Garen,1,Amumu,Ziggs,Smolder,Blitzcrank,Fiora,Ivern,Cassiopeia,Caitlyn,Soraka
EUW1_7596304114,200,420,15.22,1964,JUNGLE,Amumu,1,Garen,Ziggs,Smolder,Blitzcrank,Fiora,Ivern,Cassiopeia,Caitlyn,Soraka
EUW1_7596304114,200,420,15.22,1964,MIDDLE,Ziggs,1,Garen,Amumu,Smolder,Blitzcrank,Fiora,Ivern,Cassiopeia,Caitlyn,Soraka
EUW1_7596304114,200,420,15.22,1964,BOTTOM,Smolder,1,Garen,Amumu,Ziggs,Blitzcrank,Fiora,Ivern,Cassiopeia,Caitlyn,Soraka
EUW1_7596304114,200,420,15.22,1964,UTILITY,Blitzcrank,1,Garen,Amumu,Ziggs,Smolder,Fiora,Ivern,Cassiopeia,Caitlyn,Soraka
EUW1_7596268160,100,420,15.22,1777,TOP,Garen,0,Shaco,Aurora,Kaisa,Brand,Darius,DrMundo,Anivia,Draven,Soraka
EUW1_7596268160,100,420,15.22,1777,JUNGLE,Shaco,0,Garen,Aurora,Kaisa,Brand,Darius,DrMundo,Anivia,Draven,Soraka
EUW1_7596268160,100,420,15.22,1777,MIDDLE,Aurora,0,Garen,Shaco,Kaisa,Brand,Darius,DrMundo,Anivia,Draven,Soraka
EUW1_7596268160,100,420,15.22,1777,BOTTOM,Kaisa,0,Garen,Shaco,Aurora,Brand,Darius,DrMundo,Anivia,Draven,Soraka
EUW1_7596268160,100,420,15.22,1777,UTILITY,Brand,0,Garen,Shaco,Aurora,Kaisa,Darius,DrMundo,Anivia,Draven,Soraka
EUW1_7596268160,200,420,15.22,1777,TOP,Darius,1,DrMundo,Anivia,Draven,Soraka,Garen,Shaco,Aurora,Kaisa,Brand
EUW1_7596268160,200,420,15.22,1777,JUNGLE,DrMundo,1,Darius,Anivia,Draven,Soraka,Garen,Shaco,Aurora,Kaisa,Brand
EUW1_7596268160,200,420,15.22,1777,MIDDLE,Anivia,1,Darius,DrMundo,Draven,Soraka,Garen,Shaco,Aurora,Kaisa,Brand
EUW1_7596268160,200,420,15.22,1777,BOTTOM,Draven,1,Darius,DrMundo,Anivia,Soraka,Garen,Shaco,Aurora,Kaisa,Brand
EUW1_7596268160,200,420,15.22,1777,UTILITY,Soraka,1,Darius,DrMundo,Anivia,Draven,Garen,Shaco,Aurora,Kaisa,Brand
EUW1_7591377401,100,420,15.21,2058,TOP,Volibear,1,XinZhao,Aurora,Zeri,Pyke,DrMundo,Ekko,Naafiri,Twitch,Morgana
EUW1_7591377401,100,420,15.21,2058,JUNGLE,XinZhao,1,Volibear,Aurora,Zeri,Pyke,DrMundo,Ekko,Naafiri,Twitch,Morgana
EUW1_7591377401,100,420,15.21,2058,MIDDLE,Aurora,1,Volibear,XinZhao,Zeri,Pyke,DrMundo,Ekko,Naafiri,Twitch,Morgana
EUW1_7591377401,100,420,15.21,2058,BOTTOM,Zeri,1,Volibear,XinZhao,Aurora,Pyke,DrMundo,Ekko,Naafiri,Twitch,Morgana
EUW1_7591377401,100,420,15.21,2058,UTILITY,Pyke,1,Volibear,XinZhao,Aurora,Zeri,DrMundo,Ekko,Naafiri,Twitch,Morgana
EUW1_7591377401,200,420,15.21,2058,TOP,DrMundo,0,Ekko,Naafiri,Twitch,Morgana,Volibear,XinZhao,Aurora,Zeri,Pyke
EUW1_7591377401,200,420,15.21,2058,JUNGLE,Ekko,0,DrMundo,Naafiri,Twitch,Morgana,Volibear,XinZhao,Aurora,Zeri,Pyke
EUW1_7591377401,200,420,15.21,2058,MIDDLE,Naafiri,0,DrMundo,Ekko,Twitch,Morgana,Volibear,XinZhao,Aurora,Zeri,Pyke
EUW1_7591377401,200,420,15.21,2058,BOTTOM,Twitch,0,DrMundo,Ekko,Naafiri,Morgana,Volibear,XinZhao,Aurora,Zeri,Pyke
EUW1_7591377401,200,420,15.21,2058,UTILITY,Morgana,0,DrMundo,Ekko,Naafiri,Twitch,Volibear,XinZhao,Aurora,Zeri,Pyke
EUW1_7591323520,100,420,15.21,1993,TOP,Riven,1,Graves,Sylas,Jhin,Pyke,DrMundo,Nidalee,Orianna,Varus,Pantheon
EUW1_7591323520,100,420,15.21,1993,JUNGLE,Graves,1,Riven,Sylas,Jhin,Pyke,DrMundo,Nidalee,Orianna,Varus,Pantheon
EUW1_7591323520,100,420,15.21,1993,MIDDLE,Sylas,1,Riven,Graves,Jhin,Pyke,DrMundo,Nidalee,Orianna,Varus,Pantheon
EUW1_7591323520,100,420,15.21,1993,BOTTOM,Jhin,1,Riven,Graves,Sylas,Pyke,DrMundo,Nidalee,Orianna,Varus,Pantheon
EUW1_7591323520,100,420,15.21,1993,UTILITY,Pyke,1,Riven,Graves,Sylas,Jhin,DrMundo,Nidalee,Orianna,Varus,Pantheon
EUW1_7591323520,200,420,15.21,1993,TOP,DrMundo,0,Nidalee,Orianna,Varus,Pantheon,Riven,Graves,Sylas,Jhin,Pyke
EUW1_7591323520,200,420,15.21,1993,JUNGLE,Nidalee,0,DrMundo,Orianna,Varus,Pantheon,Riven,Graves,Sylas,Jhin,Pyke
EUW1_7591323520,200,420,15.21,1993,MIDDLE,Orianna,0,DrMundo,Nidalee,Varus,Pantheon,Riven,Graves,Sylas,Jhin,Pyke
EUW1_7591323520,200,420,15.21,1993,BOTTOM,Varus,0,DrMundo,Nidalee,Orianna,Pantheon,Riven,Graves,Sylas,Jhin,Pyke
EUW1_7591323520,200,420,15.21,1993,UTILITY,Pantheon,0,DrMundo,Nidalee,Orianna,Varus,Riven,Graves,Sylas,Jhin,Pyke
EUW1_7590386156,100,420,15.21,1580,TOP,Sion,0,DrMundo,Leblanc,Tristana,Janna,Olaf,JarvanIV,Vex,Lucian,Rakan
EUW1_7590386156,100,420,15.21,1580,JUNGLE,DrMundo,0,Sion,Leblanc,Tristana,Janna,Olaf,JarvanIV,Vex,Lucian,Rakan
EUW1_7590386156,100,420,15.21,1580,MIDDLE,Leblanc,0,Sion,DrMundo,Tristana,Janna,Olaf,JarvanIV,Vex,Lucian,Rakan
EUW1_7590386156,100,420,15.21,1580,BOTTOM,Tristana,0,Sion,DrMundo,Leblanc,Janna,Olaf,JarvanIV,Vex,Lucian,Rakan
EUW1_7590386156,100,420,15.21,1580,UTILITY,Janna,0,Sion,DrMundo,Leblanc,Tristana,Olaf,JarvanIV,Vex,Lucian,Rakan
EUW1_7590386156,200,420,15.21,1580,TOP,Olaf,1,JarvanIV,Vex,Lucian,Rakan,Sion,DrMundo,Leblanc,Tristana,Janna
EUW1_7590386156,200,420,15.21,1580,JUNGLE,JarvanIV,1,Olaf,Vex,Lucian,Rakan,Sion,DrMundo,Leblanc,Tristana,Janna
EUW1_7590386156,200,420,15.21,1580,MIDDLE,Vex,1,Olaf,JarvanIV,Lucian,Rakan,Sion,DrMundo,Leblanc,Tristana,Janna
EUW1_7590386156,200,420,15.21,1580,BOTTOM,Lucian,1,Olaf,JarvanIV,Vex,Rakan,Sion,DrMundo,Leblanc,Tristana,Janna
EUW1_7590386156,200,420,15.21,1580,UTILITY,Rakan,1,Olaf,JarvanIV,Vex,Lucian,Sion,DrMundo,Leblanc,Tristana,Janna
EUW1_7590322521,100,420,15.21,2137,TOP,Ornn,0,XinZhao,Syndra,Caitlyn,Karma,Garen,Belveth,Velkoz,Kaisa,Nautilus
EUW1_7590322521,100,420,15.21,2137,JUNGLE,XinZhao,0,Ornn,Syndra,Caitlyn,Karma,Garen,Belveth,Velkoz,Kaisa,Nautilus
EUW1_7590322521,100,420,15.21,2137,MIDDLE,Syndra,0,Ornn,XinZhao,Caitlyn,Karma,Garen,Belveth,Velkoz,Kaisa,Nautilus
EUW1_7590322521,100,420,15.21,2137,BOTTOM,Caitlyn,0,Ornn,XinZhao,Syndra,Karma,Garen,Belveth,Velkoz,Kaisa,Nautilus
EUW1_7590322521,100,420,15.21,2137,UTILITY,Karma,0,Ornn,XinZhao,Syndra,Caitlyn,Garen,Belveth,Velkoz,Kaisa,Nautilus
EUW1_7590322521,200,420,15.21,2137,TOP,Garen,1,Belveth,Velkoz,Kaisa,Nautilus,Ornn,XinZhao,Syndra,Caitlyn,Karma
